"日付","始値","高値","安値","終値","前日比","出来高","売買代金","貸株残高","融資残高","貸借倍率","逆日歩","特別空売り料","5DMA","25DMA","75DMA","100DMA","200DMA","5DVMA","25DVMA","75DVMA"
"2018/12/03","35,060.0","35,080.0","34,390.0","34840.0","+230.0","1,441,200","50,057,937","7,800","40,700","5.22","-","-","34,098.00","34,410.00","37,493.87","37,365.40","40,670.70","2,155,360","2,106,472","1,963,950"
"2018/11/30","34,890.0","34,980.0","34,130.0","34610.0","-250.0","2,789,000","96,380,840","6,400","39,000","6.09","-","-","33,594.00","34,408.80","37,508.13","37,373.00","40,718.50","2,303,880","2,143,468","1,957,638"
"2018/11/29","34,480.0","35,200.0","34,350.0","34860.0","+1,360.0","2,989,800","104,041,888","8,600","34,500","4.01","-","-","32,954.00","34,442.40","37,522.40","37,374.10","40,762.10","2,184,700","2,111,768","1,943,341"
"2018/11/28","32,950.0","33,700.0","32,760.0","33500.0","+820.0","1,749,300","58,332,560","6,000","43,800","7.30","-","-","32,186.00","34,533.60","37,544.27","37,373.00","40,809.40","2,217,340","2,046,948","1,922,484"
"2018/11/27","32,910.0","33,060.0","32,080.0","32680.0","+360.0","1,807,500","58,848,266","4,200","52,200","12.43","-","-","31,730.00","34,694.40","37,596.27","37,383.10","40,866.45","2,503,060","2,022,536","1,915,950"
"2018/11/26","32,050.0","32,840.0","31,940.0","32320.0","+910.0","2,183,800","70,713,143","5,800","53,700","9.26","-","-","31,814.00","34,909.20","37,655.47","37,420.60","40,925.40","2,622,480","2,010,160","1,910,460"
"2018/11/22","31,490.0","31,620.0","30,710.0","31410.0","+390.0","2,193,100","68,358,656","13,900","62,900","4.53","-","-","31,722.00","35,139.20","37,721.07","37,454.90","40,998.35","3,167,440","2,021,180","1,898,462"
"2018/11/21","30,300.0","31,540.0","30,050.0","31020.0","-200.0","3,153,000","97,379,219","10,400","69,500","6.68","-","-","32,450.00","35,468.40","37,794.13","37,502.80","41,077.15","2,931,420","1,974,932","1,898,794"
"2018/11/20","32,200.0","32,300.0","31,100.0","31220.0","-1,880.0","3,177,900","100,387,047","9,300","60,300","6.48","-","-","33,320.00","35,818.40","37,890.67","37,552.90","41,163.15","2,558,060","1,896,968","1,885,472"
"2018/11/19","32,480.0","33,430.0","32,180.0","33100.0","+1,240.0","2,404,600","79,087,839","11,200","64,300","5.74","-","-","34,188.00","36,150.80","37,984.00","37,596.20","41,246.90","2,239,000","1,818,524","1,880,066"
"2018/11/16","34,970.0","35,230.0","31,350.0","31860.0","-3,190.0","4,908,600","161,529,205","11,000","65,500","5.95","-","-","34,826.00","36,394.40","38,064.00","37,625.90","41,316.45","2,003,300","1,777,868","1,909,149"
"2018/11/15","35,000.0","35,370.0","34,940.0","35050.0","-320.0","1,013,000","35,556,404","8,400","71,100","8.46","-","-","35,742.00","36,720.00","38,129.33","37,668.40","41,396.65","1,333,420","1,655,924","1,882,410"
"2018/11/14","35,490.0","35,580.0","35,040.0","35370.0","-190.0","1,286,200","45,451,624","8,400","55,700","6.63","-","-","36,218.00","36,864.00","38,162.53","37,682.70","41,462.55","1,509,000","1,696,512","1,884,132"
"2018/11/13","35,300.0","35,760.0","34,890.0","35560.0","-730.0","1,582,600","55,922,078","7,800","59,200","7.59","-","-","36,342.00","37,045.20","38,196.27","37,696.20","41,524.55","1,667,040","1,706,612","1,885,553"
"2018/11/12","36,060.0","36,860.0","36,050.0","36290.0","-150.0","1,226,100","44,684,498","8,000","51,800","6.48","-","-","36,298.00","37,228.40","38,223.20","37,707.10","41,589.95","1,565,680","1,710,100","1,891,192"
"2018/11/09","37,170.0","37,560.0","36,230.0","36440.0","-990.0","1,559,200","57,304,911","7,900","55,000","6.96","-","-","36,038.00","37,424.00","38,234.67","37,704.80","41,656.45","1,628,780","1,724,256","1,891,860"
"2018/11/08","36,800.0","37,500.0","36,540.0","37430.0","+1,440.0","1,890,900","70,043,085","13,700","44,400","3.24","-","-","35,944.00","37,598.00","38,242.53","37,710.10","41,716.50","1,702,380","1,766,380","1,890,656"
"2018/11/07","35,510.0","36,550.0","35,430.0","35990.0","+650.0","2,076,400","74,899,261","12,900","54,100","4.19","-","-","35,522.00","37,754.00","38,228.40","37,713.40","41,770.95","1,666,040","1,757,040","1,881,797"
"2018/11/06","35,020.0","35,510.0","34,740.0","35340.0","+350.0","1,075,800","37,918,664","9,000","58,100","6.46","-","-","35,356.00","38,001.60","38,246.13","37,724.80","41,822.80","1,918,440","1,738,768","1,872,556"
"2018/11/05","35,550.0","35,860.0","34,840.0","34990.0","-980.0","1,541,600","54,263,249","7,600","64,000","8.42","-","-","35,338.00","38,269.60","38,270.67","37,762.60","41,872.55","2,048,660","1,766,248","1,879,185"
"2018/11/02","35,210.0","36,190.0","35,050.0","35970.0","+650.0","1,927,200","68,860,368","7,800","55,700","7.14","-","-","35,274.00","38,528.40","38,292.53","37,829.80","41,923.15","2,122,440","1,769,284","1,889,773"
"2018/11/01","35,130.0","35,600.0","34,600.0","35320.0","+160.0","1,709,200","60,215,527","15,400","66,900","4.34","-","-","35,042.00","38,722.80","38,311.47","37,886.50","41,967.60","2,210,220","1,757,860","1,897,952"
"2018/10/31","35,430.0","35,480.0","33,610.0","35160.0","-90.0","3,338,400","115,505,958","8,600","65,700","7.64","-","-","35,068.00","38,966.00","38,326.93","37,949.20","42,014.10","2,267,680","1,763,588","1,898,486"
"2018/10/30","34,300.0","35,450.0","33,980.0","35250.0","+580.0","1,726,900","60,225,207","7,700","60,700","7.88","-","-","35,464.00","39,223.60","38,335.73","38,007.30","42,058.90","1,873,860","1,707,300","1,871,828"
"2018/10/29","35,500.0","35,660.0","34,170.0","34670.0","-140.0","1,910,500","66,487,096","7,800","63,800","8.18","-","-","35,918.00","39,482.40","38,339.33","38,050.90","42,103.80","1,756,280","1,753,320","1,866,957"
"2018/10/26","36,050.0","36,330.0","33,890.0","34810.0","-640.0","2,366,100","82,898,766","8,200","79,900","9.74","-","-","36,594.00","39,772.40","38,350.53","38,112.80","42,146.15","1,673,800","1,848,172","1,861,788"
"2018/10/25","35,740.0","36,560.0","35,440.0","35450.0","-1,690.0","1,996,500","71,715,488","7,600","67,300","8.86","-","-","37,246.00","39,980.00","38,361.07","38,169.40","42,185.15","1,692,440","1,834,876","1,849,021"
"2018/10/24","37,800.0","37,880.0","37,140.0","37140.0","-380.0","1,369,300","51,235,791","8,600","62,700","7.29","-","-","38,084.00","40,124.00","38,351.33","38,246.90","42,223.95","1,500,520","1,830,604","1,852,752"
"2018/10/23","37,800.0","38,280.0","37,350.0","37520.0","-530.0","1,139,000","43,041,866","10,900","61,700","5.66","-","-","38,610.00","40,163.60","38,319.47","38,325.50","42,244.20","1,467,440","1,858,468","1,863,073"
"2018/10/22","37,500.0","38,310.0","37,130.0","38050.0","-20.0","1,498,100","56,591,739","7,600","66,600","8.76","-","-","39,012.00","40,212.40","38,279.33","38,392.70","42,262.10","1,483,000","1,874,444","1,888,425"
"2018/10/19","39,000.0","39,010.0","37,700.0","38070.0","-1,570.0","2,459,300","93,897,279","7,600","78,100","10.28","-","-","39,240.00","40,264.00","38,257.73","38,436.20","42,281.70","1,461,020","1,872,612","1,893,058"
"2018/10/18","39,890.0","40,180.0","39,570.0","39640.0","-130.0","1,036,900","41,289,047","7,600","43,500","5.72","-","-","39,626.00","40,307.20","38,226.80","38,471.50","42,299.75","1,341,160","1,826,388","1,879,168"
"2018/10/17","40,000.0","40,230.0","39,660.0","39770.0","+240.0","1,203,900","48,016,176","10,100","44,600","4.42","-","-","39,428.00","40,267.20","38,180.93","38,499.80","42,313.35","1,539,320","1,839,816","1,884,877"
"2018/10/16","39,000.0","39,640.0","38,920.0","39530.0","+340.0","1,216,800","47,841,896","7,600","42,800","5.63","-","-","39,454.00","40,217.60","38,131.07","38,527.20","42,326.05","1,606,280","1,861,908","1,889,641"
"2018/10/15","39,660.0","39,740.0","39,070.0","39190.0","-810.0","1,388,200","54,624,090","7,900","47,100","5.96","-","-","39,576.00","40,165.20","38,078.00","38,567.20","42,339.40","1,696,880","1,942,856","1,894,528"
"2018/10/12","38,400.0","40,150.0","38,380.0","40000.0","+1,350.0","1,860,000","73,061,604","9,900","43,000","4.34","-","-","39,974.00","40,183.60","38,036.40","38,618.40","42,354.20","1,735,240","1,947,440","1,898,034"
"2018/10/11","38,050.0","38,910.0","37,940.0","38650.0","-1,250.0","2,027,700","78,024,677","8,500","48,000","5.65","-","-","40,132.00","40,173.60","37,984.53","38,663.40","42,367.65","1,885,700","1,943,376","1,888,693"
"2018/10/10","40,310.0","40,570.0","39,430.0","39900.0","-240.0","1,538,700","61,567,808","2,400","57,500","23.96","-","-","40,668.00","40,231.20","37,955.60","38,733.90","42,389.55","1,811,640","1,941,156","1,888,880"
"2018/10/09","41,080.0","41,080.0","39,990.0","40140.0","-1,040.0","1,669,800","67,292,683","8,800","60,000","6.82","-","-","41,124.00","40,241.60","37,913.20","38,800.70","42,405.20","1,827,820","1,975,196","1,906,729"
"2018/10/05","40,500.0","41,290.0","40,440.0","41180.0","+390.0","1,580,000","64,827,163","2,400","42,600","17.75","-","-","41,504.00","40,235.60","37,866.67","38,858.00","42,419.55","1,846,420","2,055,336","1,921,500"
"2018/10/04","41,770.0","42,040.0","40,710.0","40790.0","-540.0","2,612,300","107,831,910","2,800","45,500","16.25","-","-","41,560.00","40,157.60","37,798.40","38,906.20","42,433.30","1,853,920","2,059,792","1,932,700"
"2018/10/03","42,290.0","42,330.0","41,330.0","41330.0","-850.0","1,657,400","69,216,618","1,800","44,400","24.67","-","-","41,568.00","40,072.80","37,747.47","38,957.50","42,448.85","1,659,780","2,023,996","1,929,662"
"2018/10/02","42,400.0","42,550.0","42,000.0","42180.0","+140.0","1,619,600","68,384,845","2,600","27,500","10.58","-","-","41,582.00","39,973.60","37,699.87","39,005.20","42,464.10","1,698,780","2,034,828","1,950,520"
"2018/10/01","41,600.0","42,230.0","41,500.0","42040.0","+580.0","1,762,800","74,024,374","4,700","28,600","6.09","-","-","41,466.00","39,801.20","37,632.53","39,038.40","42,471.75","1,761,100","2,023,040","1,988,802"
"2018/09/28","41,290.0","41,670.0","41,070.0","41460.0","+630.0","1,617,500","67,011,840","4,100","33,200","8.10","-","-","41,402.00","39,615.60","37,593.60","39,080.40","42,483.95","1,984,020","2,009,888","2,039,510"
"2018/09/27","41,470.0","41,710.0","40,770.0","40830.0","-570.0","1,641,600","67,706,113","2,900","41,900","14.45","-","-","41,494.00","39,459.60","37,596.93","39,138.20","42,492.45","2,516,880","2,010,740","2,041,172"
"2018/09/26","41,700.0","42,090.0","41,180.0","41400.0","-200.0","1,852,400","77,020,558","3,200","39,100","12.22","-","-","41,328.00","39,306.40","37,607.73","39,195.30","42,503.40","2,595,300","2,032,576","2,038,638"
"2018/09/25","41,100.0","41,640.0","40,910.0","41600.0","-120.0","1,931,200","79,783,122","3,000","62,000","20.67","-","-","40,858.00","39,117.20","37,610.27","39,243.10","42,518.60","2,602,760","2,043,656","2,043,401"
"2018/09/21","41,700.0","42,360.0","41,390.0","41720.0","-200.0","2,877,400","120,412,462","3,300","52,200","15.82","-","-","40,164.00","38,870.80","37,601.87","39,288.70","42,537.05","2,629,700","2,038,968","2,057,972"
"2018/09/20","40,350.0","42,000.0","40,220.0","41920.0","+1,920.0","4,281,800","176,737,020","10,800","44,900","4.16","-","-","39,568.00","38,582.00","37,573.73","39,333.20","42,554.45","2,361,900","2,025,620","2,067,220"
"2018/09/19","39,550.0","40,060.0","39,460.0","40000.0","+950.0","2,033,700","80,998,128","7,100","61,900","8.72","-","-","39,052.00","38,299.20","37,559.60","39,368.30","42,576.00","1,796,000","1,937,208","2,056,706"
"2018/09/18","38,300.0","39,350.0","38,020.0","39050.0","+920.0","1,889,700","73,417,237","6,700","46,100","6.88","-","-","38,882.00","38,135.60","37,565.87","39,432.00","42,611.40","1,650,000","1,894,572","2,083,101"
"2018/09/14","38,160.0","38,370.0","37,560.0","38130.0","-610.0","2,065,900","78,545,617","6,000","53,000","8.83","-","-","38,800.00","38,000.80","37,621.20","39,504.50","42,654.75","1,546,580","1,887,652","2,086,982"
"2018/09/13","39,350.0","39,860.0","38,570.0","38740.0","-600.0","1,538,400","60,477,305","8,000","44,000","5.50","-","-","38,880.00","37,935.60","37,712.80","39,586.20","42,697.15","1,484,640","1,862,036","2,096,638"
"2018/09/12","39,770.0","39,940.0","39,220.0","39340.0","+190.0","1,452,300","57,465,100","7,400","37,600","5.08","-","-","38,776.00","37,882.00","37,786.13","39,657.80","42,728.50","1,825,060","1,850,872","2,134,900"
"2018/09/11","38,890.0","39,350.0","38,720.0","39150.0","+510.0","1,303,700","50,920,316","7,900","43,500","5.51","-","-","38,838.00","37,793.20","37,826.93","39,706.00","42,754.30","1,835,160","1,848,608","2,135,600"
"2018/09/10","38,480.0","38,890.0","38,170.0","38640.0","+110.0","1,372,600","52,937,795","6,600","46,300","7.02","-","-","38,958.00","37,716.80","37,859.60","39,758.90","42,782.40","1,926,100","1,847,820","2,141,145"
"2018/09/07","37,670.0","38,700.0","37,600.0","38530.0","+310.0","1,756,200","67,226,077","5,000","48,600","9.72","-","-","39,248.00","37,646.80","37,910.67","39,816.70","42,813.35","2,046,020","1,881,636","2,153,180"
"2018/09/06","38,160.0","38,830.0","37,710.0","38220.0","-1,430.0","3,240,500","123,655,117","7,500","51,800","6.91","-","-","39,574.00","37,636.00","37,963.73","39,878.10","42,844.65","2,172,720","1,897,540","2,161,638"
"2018/09/05","39,600.0","40,030.0","39,330.0","39650.0","-100.0","1,502,800","59,694,220","2,000","47,700","23.85","-","-","39,928.00","37,636.00","38,034.53","39,948.70","42,869.00","2,259,280","1,878,820","2,144,520"
"2018/09/04","40,150.0","40,170.0","39,240.0","39750.0","-340.0","1,758,400","69,688,285","4,300","53,800","12.51","-","-","39,844.00","37,614.00","38,096.67","39,999.50","42,894.65","2,297,000","2,002,140","2,148,030"
"2018/09/03","40,000.0","40,550.0","39,800.0","40090.0","-70.0","1,972,200","79,246,482","5,400","43,400","8.04","-","-","39,628.00","37,494.40","38,160.00","40,048.90","42,916.15","2,288,800","2,047,932","2,154,129"
"2018/08/31","39,510.0","40,310.0","39,170.0","40160.0","+170.0","2,389,700","95,214,251","5,400","42,800","7.93","-","-","39,380.00","37,392.40","38,234.80","40,098.50","42,932.20","2,280,000","2,014,728","2,152,050"
"2018/08/30","39,600.0","39,990.0","39,340.0","39990.0","+760.0","3,673,300","146,283,849","4,000","44,300","11.08","-","-","38,922.00","37,302.00","38,320.40","40,152.10","42,946.75","2,067,040","1,974,852","2,139,193"
"2018/08/29","38,560.0","39,310.0","38,560.0","39230.0","+560.0","1,691,400","66,143,306","2,800","44,600","15.93","-","-","38,404.00","37,205.60","38,398.80","40,203.50","42,964.05","1,619,180","1,908,140","2,104,392"
"2018/08/28","38,990.0","39,230.0","38,520.0","38670.0","-180.0","1,717,400","66,639,530","2,300","55,600","24.17","-","-","38,070.00","37,122.40","38,489.07","40,266.00","42,981.95","1,608,660","1,891,532","2,093,714"
"2018/08/27","37,970.0","38,930.0","37,960.0","38850.0","+980.0","1,928,200","74,305,500","1,500","52,900","35.27","-","-","37,736.00","37,056.80","38,585.73","40,332.30","43,001.20","1,702,680","1,881,592","2,084,074"
"2018/08/24","37,600.0","37,870.0","37,500.0","37870.0","+470.0","1,324,900","50,006,793","2,300","60,200","26.17","-","-","37,300.00","36,957.60","38,682.40","40,406.50","43,021.70","1,742,920","1,853,524","2,075,104"
"2018/08/23","37,770.0","37,970.0","37,370.0","37400.0","-160.0","1,434,000","53,955,437","2,300","65,800","28.61","-","-","36,814.00","36,935.60","38,784.13","40,505.00","43,049.25","1,840,740","1,855,860","2,080,200"
"2018/08/22","36,860.0","37,610.0","36,840.0","37560.0","+560.0","1,638,800","61,149,665","4,000","65,600","16.40","-","-","36,234.00","36,926.80","38,902.00","40,599.60","43,081.25","2,062,680","1,861,420","2,084,253"
"2018/08/21","36,670.0","37,290.0","36,390.0","37000.0","+330.0","2,187,500","80,906,526","1,700","70,200","41.29","-","-","35,692.00","36,889.60","39,031.07","40,690.60","43,107.80","2,149,220","1,889,296","2,083,022"
"2018/08/20","35,400.0","36,750.0","35,360.0","36670.0","+1,230.0","2,129,400","77,405,300","2,600","79,400","30.54","-","-","35,474.00","36,905.20","39,158.27","40,787.10","43,137.70","1,905,280","1,903,420","2,070,569"
"2018/08/17","34,500.0","35,500.0","34,280.0","35440.0","+940.0","1,814,000","63,463,656","4,100","81,300","19.83","-","-","35,276.00","36,897.60","39,285.07","40,899.30","43,166.40","1,822,740","1,888,216","2,060,566"
"2018/08/16","33,900.0","35,150.0","33,730.0","34500.0","-350.0","2,543,700","87,759,750","11,700","85,700","7.32","-","-","35,488.00","36,912.80","39,428.00","41,018.80","43,209.90","1,745,040","1,869,216","2,058,424"
"2018/08/15","35,800.0","35,800.0","34,450.0","34850.0","-1,060.0","2,071,500","72,608,662","2,600","83,200","32.00","-","-","36,068.00","36,953.60","39,583.60","41,150.50","43,257.90","1,488,160","1,821,932","2,068,513"
"2018/08/14","35,800.0","36,010.0","35,610.0","35910.0","+230.0","967,800","34,621,162","2,700","101,000","37.41","-","-","36,522.00","36,980.00","39,724.67","41,291.80","43,302.20","1,353,000","1,799,984","2,074,498"
"2018/08/13","36,100.0","36,120.0","35,420.0","35680.0","-820.0","1,716,700","61,364,536","11,200","100,600","8.98","-","-","36,788.00","36,967.60","39,864.13","41,415.00","43,340.75","1,416,240","1,817,616","2,086,237"
"2018/08/10","37,380.0","37,450.0","36,460.0","36500.0","-900.0","1,425,500","52,396,825","2,700","113,200","41.93","-","-","37,030.00","36,929.20","40,005.73","41,541.40","43,380.00","1,516,500","1,840,000","2,089,373"
"2018/08/09","36,610.0","37,450.0","36,550.0","37400.0","+280.0","1,259,300","46,718,683","2,700","105,600","39.11","-","-","37,382.00","36,859.20","40,136.40","41,666.30","43,412.10","1,662,160","1,868,716","2,107,370"
"2018/08/08","37,180.0","37,240.0","36,520.0","37120.0","-120.0","1,395,700","51,578,862","2,700","110,600","40.96","-","-","37,546.00","36,743.60","40,249.73","41,782.70","43,443.60","1,964,800","1,939,960","2,132,596"
"2018/08/07","37,000.0","37,330.0","36,720.0","37240.0","+350.0","1,284,000","47,642,674","3,300","113,600","34.42","-","-","37,942.00","36,716.00","40,343.60","41,893.70","43,479.55","2,602,820","1,957,956","2,134,102"
"2018/08/06","38,260.0","38,340.0","36,890.0","36890.0","-1,370.0","2,218,000","82,917,549","3,300","118,200","35.82","-","-","37,846.00","36,656.40","40,439.60","42,009.10","43,514.10","2,926,660","1,963,296","2,147,761"
"2018/08/03","38,560.0","39,130.0","38,150.0","38260.0","+40.0","2,153,800","83,354,006","3,700","97,500","26.35","-","-","37,976.00","36,628.80","40,540.00","42,124.20","43,548.15","2,711,480","1,933,180","2,139,010"
"2018/08/02","39,050.0","39,180.0","37,880.0","38220.0","-880.0","2,772,500","106,502,556","3,500","100,400","28.69","-","-","37,904.00","36,539.60","40,625.47","42,222.70","43,577.00","2,559,280","1,909,476","2,128,064"
"2018/08/01","38,000.0","39,330.0","37,710.0","39100.0","+2,340.0","4,585,800","177,588,341","3,600","99,200","27.56","-","-","37,776.00","36,432.80","40,719.60","42,320.20","43,602.85","2,405,880","1,861,908","2,112,034"
"2018/07/31","36,840.0","37,440.0","36,150.0","36760.0","-780.0","2,903,200","106,754,382","4,100","102,300","24.95","-","-","37,386.00","36,311.60","40,794.67","42,390.20","43,625.70","1,743,960","1,744,524","2,070,261"
"2018/07/30","37,650.0","38,020.0","37,310.0","37540.0","-360.0","1,142,100","42,961,696","4,300","101,500","23.60","-","-","37,440.00","36,285.60","40,900.40","42,497.80","43,654.60","1,457,100","1,674,772","2,054,076"
"2018/07/27","37,940.0","38,170.0","37,690.0","37900.0","+320.0","1,392,800","52,791,596","4,500","80,100","17.80","-","-","37,206.00","36,243.20","41,000.53","42,583.60","43,677.00","1,473,980","1,710,756","2,067,166"
"2018/07/26","37,450.0","38,190.0","37,250.0","37580.0","+430.0","2,005,500","75,661,244","4,200","84,800","20.19","-","-","37,090.00","36,196.00","41,102.13","42,690.60","43,696.30","1,472,080","1,770,140","2,073,602"
"2018/07/25","36,900.0","37,230.0","36,630.0","37150.0","+120.0","1,276,200","47,208,662","4,100","84,400","20.59","-","-","37,010.00","36,158.80","41,202.80","42,796.70","43,717.00","1,385,580","1,801,024","2,079,470"
"2018/07/24","36,240.0","37,060.0","36,000.0","37030.0","+660.0","1,468,900","53,872,796","4,200","87,000","20.71","-","-","36,906.00","36,115.20","41,313.87","42,916.00","43,739.05","1,597,480","1,846,776","2,091,040"
"2018/07/23","36,940.0","37,100.0","36,310.0","36370.0","-950.0","1,226,500","44,924,132","5,900","90,800","15.39","-","-","36,978.00","36,112.80","41,424.13","43,040.00","43,761.75","1,811,820","1,883,400","2,106,649"
"2018/07/20","37,290.0","37,430.0","36,940.0","37320.0","+140.0","1,383,300","51,489,725","7,100","85,100","11.99","-","-","37,000.00","36,168.40","41,556.13","43,164.00","43,784.15","1,916,380","1,963,208","2,128,633"
"2018/07/19","36,780.0","37,360.0","36,540.0","37180.0","+550.0","1,573,000","58,196,117","4,000","87,500","21.88","-","-","36,700.00","36,160.80","41,694.80","43,274.40","43,799.65","1,907,520","2,087,508","2,134,140"
"2018/07/18","37,840.0","37,970.0","36,430.0","36630.0","-760.0","2,335,700","86,110,799","4,100","104,000","25.37","-","-","36,368.00","36,238.40","41,823.87","43,374.40","43,819.75","1,865,240","2,247,224","2,142,544"
"2018/07/17","37,570.0","37,880.0","36,770.0","37390.0","+910.0","2,540,600","94,884,541","4,200","81,400","19.38","-","-","36,144.00","36,441.60","41,957.60","43,485.80","43,842.25","1,702,660","2,223,480","2,137,090"
"2018/07/13","36,190.0","36,700.0","36,010.0","36480.0","+660.0","1,749,300","63,670,556","4,200","81,000","19.29","-","-","35,786.00","36,611.60","42,081.07","43,581.50","43,864.05","1,476,260","2,179,920","2,140,082"
"2018/07/12","35,720.0","36,040.0","35,220.0","35820.0","+300.0","1,339,000","47,883,407","5,100","85,900","16.84","-","-","35,434.00","36,816.00","42,233.20","43,684.60","43,896.10","1,581,660","2,198,332","2,156,968"
"2018/07/11","35,340.0","35,720.0","34,960.0","35520.0","+10.0","1,361,600","48,183,270","8,200","90,500","11.04","-","-","35,220.00","37,022.00","42,387.47","43,784.80","43,921.75","1,742,540","2,265,732","2,182,529"
"2018/07/10","36,050.0","36,240.0","35,370.0","35510.0","-90.0","1,522,800","54,529,555","5,300","93,500","17.64","-","-","35,018.00","37,185.60","42,549.47","43,888.00","43,935.40","2,078,300","2,354,108","2,199,309"
"2018/07/09","35,000.0","35,650.0","34,840.0","35600.0","+880.0","1,408,600","49,861,174","5,300","90,100","17.00","-","-","35,202.00","37,399.60","42,729.07","43,976.00","43,946.20","2,142,860","2,432,928","2,211,396"
"2018/07/06","34,840.0","35,060.0","33,900.0","34720.0","-30.0","2,276,300","78,269,063","7,800","98,400","12.62","-","-","35,232.00","37,594.40","42,897.47","44,064.00","43,957.05","2,144,640","2,537,116","2,230,446"
"2018/07/05","34,310.0","35,280.0","34,220.0","34750.0","+240.0","2,143,400","74,735,046","5,100","100,900","19.78","-","-","35,528.00","37,933.60","43,078.80","44,150.10","43,972.85","1,982,400","2,533,296","2,234,673"
"2018/07/04","36,030.0","36,100.0","34,220.0","34510.0","-1,920.0","3,040,400","106,223,289","6,300","113,200","17.97","-","-","35,784.00","38,343.60","43,268.67","44,245.80","43,982.50","1,865,960","2,559,164","2,249,910"
"2018/07/03","36,010.0","36,630.0","35,760.0","36430.0","+680.0","1,845,600","66,860,980","6,700","97,400","14.54","-","-","35,992.00","38,732.80","43,462.40","44,349.80","43,989.95","1,574,540","2,613,868","2,240,366"
"2018/07/02","35,910.0","36,580.0","35,640.0","35750.0","-450.0","1,417,500","51,173,503","5,300","111,500","21.04","-","-","35,920.00","38,971.60","43,619.60","44,430.20","43,984.90","1,535,660","2,600,236","2,238,704"
"2018/06/29","36,370.0","36,530.0","35,610.0","36200.0","+170.0","1,465,100","52,795,419","5,800","105,300","18.16","-","-","35,992.00","39,205.60","43,793.33","44,541.80","43,984.95","1,484,040","2,612,320","2,245,410"
"2018/06/28","35,510.0","36,120.0","35,110.0","36030.0","+480.0","1,561,200","55,786,448","6,700","104,800","15.64","-","-","36,048.00","39,456.40","43,956.00","44,651.50","43,983.45","1,599,360","2,644,724","2,259,302"
"2018/06/27","36,000.0","36,500.0","35,520.0","35550.0","-520.0","1,583,300","56,775,706","6,300","105,500","16.75","-","-","36,186.00","39,715.60","44,117.07","44,773.40","43,987.20","1,862,600","2,677,900","2,285,053"
"2018/06/26","36,000.0","36,420.0","35,560.0","36070.0","-40.0","1,651,200","59,470,690","7,200","107,600","14.94","-","-","36,406.00","40,034.80","44,282.67","44,897.60","43,993.45","2,101,460","2,692,832","2,301,410"
"2018/06/25","36,200.0","36,580.0","36,000.0","36110.0","-370.0","1,159,400","41,995,585","12,100","104,200","8.61","-","-","36,404.00","40,364.40","44,416.40","45,007.00","43,996.30","2,255,220","2,697,428","2,322,417"
"2018/06/22","36,500.0","36,990.0","36,120.0","36480.0","-240.0","2,041,700","74,619,326","8,000","97,000","12.13","-","-","36,576.00","40,700.00","44,568.53","45,124.90","43,998.00","2,500,240","2,739,684","2,349,880"
"2018/06/21","37,300.0","37,540.0","35,930.0","36720.0","+70.0","2,877,400","105,600,264","10,500","94,200","8.97","-","-","36,832.00","41,068.80","44,697.07","45,242.40","43,998.10","2,736,240","2,730,668","2,370,568"
"2018/06/20","35,560.0","36,750.0","35,340.0","36650.0","+590.0","2,777,600","100,007,536","19,300","94,000","4.87","-","-","36,914.00","41,463.20","44,855.47","45,352.90","43,998.70","3,058,920","2,672,588","2,373,810"
"2018/06/19","36,450.0","36,960.0","35,920.0","36060.0","-910.0","2,420,000","88,008,346","7,900","122,600","15.52","-","-","37,408.00","41,832.00","45,009.33","45,472.80","43,995.65","3,616,580","2,604,012","2,368,213"
"2018/06/18","37,990.0","38,180.0","36,810.0","36970.0","-790.0","2,384,500","89,143,734","8,700","96,000","11.03","-","-","38,538.00","42,229.60","45,182.93","45,608.10","43,994.95","3,481,000","2,542,836","2,372,085"
"2018/06/15","37,680.0","38,350.0","37,450.0","37760.0","+630.0","3,221,700","121,873,566","8,300","97,700","11.77","-","-","39,472.00","42,587.60","45,349.07","45,722.90","43,990.00","3,294,420","2,487,232","2,383,086"
"2018/06/14","38,000.0","38,130.0","37,130.0","37130.0","-1,990.0","4,490,800","168,799,660","7,400","116,800","15.78","-","-","40,238.00","42,921.20","45,495.87","45,828.50","43,981.60","3,092,000","2,408,580","2,376,509"
"2018/06/13","40,620.0","40,670.0","38,360.0","39120.0","-2,590.0","5,565,900","218,834,446","10,800","121,300","11.23","-","-","41,006.00","43,256.00","45,645.60","45,920.80","43,974.65","2,798,640","2,297,232","2,355,865"
"2018/06/12","41,800.0","41,800.0","40,950.0","41710.0","+70.0","1,742,100","72,217,168","7,100","82,700","11.65","-","-","41,104.00","43,540.80","45,753.07","45,982.50","43,959.55","2,399,660","2,144,116","2,316,854"
"2018/06/11","41,460.0","41,850.0","40,800.0","41640.0","+50.0","1,451,600","60,235,985","7,700","112,700","14.64","-","-","40,934.00","43,762.00","45,833.87","46,016.50","43,934.40","2,749,900","2,136,292","2,334,424"
"2018/06/08","41,000.0","41,880.0","41,000.0","41590.0","+620.0","2,209,600","91,744,938","13,400","85,600","6.39","-","-","40,700.00","43,958.00","45,904.80","46,048.70","43,909.60","3,262,240","2,128,368","2,345,697"
