"日付","始値","高値","安値","終値","前日比","出来高","売買代金","貸株残高","融資残高","貸借倍率","逆日歩","特別空売り料","5DMA","25DMA","75DMA","100DMA","200DMA","5DVMA","25DVMA","75DVMA"
"2017/12/06","43,290.0","43,900.0","43,020.0","43160.0","+140.0","2,758,500","119,863,309","23,500","228,800","9.74","-","-","44,222.00","44,394.00","41,528.53","40,386.40","34,985.08","2,741,600","3,140,060","2,615,177"
"2017/12/05","43,550.0","43,910.0","42,840.0","43020.0","-1,420.0","2,874,300","124,281,663","22,600","230,000","10.18","-","-","44,836.00","44,382.40","41,442.13","40,315.40","34,882.73","2,746,100","3,122,412","2,598,770"
"2017/12/04","45,100.0","45,200.0","44,380.0","44440.0","-850.0","2,186,100","97,760,876","22,600","212,500","9.40","-","-","45,648.00","44,380.80","41,357.60","40,249.90","34,783.93","2,685,540","3,101,080","2,579,556"
"2017/12/01","45,900.0","45,920.0","44,870.0","45290.0","+90.0","2,301,300","104,283,476","24,600","213,800","8.69","-","-","46,304.00","44,299.60","41,253.60","40,157.10","34,680.00","3,102,060","3,181,452","2,579,440"
"2017/11/30","45,610.0","45,680.0","44,610.0","45200.0","-1,030.0","3,587,800","161,714,132","25,500","227,100","8.91","-","-","46,568.00","44,253.60","41,129.87","40,053.70","34,571.78","3,562,140","3,281,012","2,578,484"
"2017/11/29","47,540.0","47,580.0","46,060.0","46230.0","-850.0","2,781,000","130,053,653","35,400","173,700","4.91","-","-","46,530.00","44,209.60","41,016.80","39,955.90","34,462.80","3,308,820","3,207,480","2,561,942"
"2017/11/28","47,200.0","47,620.0","46,760.0","47080.0","-640.0","2,571,500","121,217,934","38,400","140,700","3.66","-","-","46,184.00","44,108.80","40,900.27","39,844.50","34,347.95","3,181,380","3,153,644","2,554,990"
"2017/11/27","47,610.0","48,190.0","47,120.0","47720.0","+1,110.0","4,268,700","203,803,035","46,700","135,400","2.90","-","-","45,722.00","43,970.40","40,781.73","39,742.90","34,228.70","3,052,740","3,113,656","2,549,820"
"2017/11/24","45,180.0","46,610.0","45,100.0","46610.0","+1,600.0","4,601,700","211,347,122","44,800","120,800","2.70","-","-","45,144.00","43,802.80","40,654.27","39,642.50","34,108.78","2,988,200","3,037,648","2,528,210"
"2017/11/22","44,750.0","45,200.0","44,610.0","45010.0","+510.0","2,321,200","104,314,390","36,600","139,400","3.81","-","-","44,780.00","43,655.20","40,534.13","39,564.20","33,995.45","2,861,180","2,939,148","2,498,044"
"2017/11/21","45,200.0","45,250.0","44,350.0","44500.0","-270.0","2,143,800","95,993,743","35,100","153,700","4.38","-","-","44,396.00","43,602.80","40,432.27","39,492.80","33,883.00","3,310,640","2,936,196","2,498,352"
"2017/11/20","44,840.0","45,260.0","44,550.0","44770.0","-60.0","1,928,300","86,352,508","41,800","153,000","3.66","-","-","44,452.00","43,595.20","40,344.13","39,441.00","33,773.63","3,422,760","2,936,332","2,513,730"
"2017/11/17","45,300.0","45,680.0","44,430.0","44830.0","+40.0","3,946,000","177,790,669","38,900","44,100","1.13","-","-","44,308.00","43,570.40","40,241.87","39,386.10","33,665.38","3,621,680","2,950,372","2,519,293"
"2017/11/16","43,220.0","44,870.0","43,100.0","44790.0","+1,700.0","3,966,600","175,310,479","42,600","51,300","1.20","-","-","44,002.00","43,525.20","40,143.87","39,322.20","33,559.05","3,344,840","2,883,924","2,500,289"
"2017/11/15","45,040.0","45,360.0","42,840.0","43090.0","-1,690.0","4,568,500","200,693,584","40,100","122,500","3.05","-","-","43,658.00","43,494.80","40,046.13","39,248.30","33,452.55","3,114,500","2,807,456","2,498,740"
"2017/11/14","44,150.0","44,970.0","44,130.0","44780.0","+730.0","2,704,400","120,814,200","40,300","39,400","0.98","0.00","-","43,730.00","43,506.80","39,984.80","39,189.40","33,354.95","2,668,420","2,732,716","2,545,061"
"2017/11/13","43,810.0","44,400.0","43,610.0","44050.0","+750.0","2,922,900","128,794,758","44,800","50,500","1.13","-","-","43,336.00","43,462.40","39,864.67","39,116.10","33,249.03","2,553,180","2,759,336","2,552,845"
"2017/11/10","42,510.0","43,630.0","42,370.0","43300.0","+230.0","2,561,800","109,811,832","35,800","58,400","1.63","-","-","43,030.00","43,402.00","39,748.00","39,045.20","33,145.10","2,384,540","2,722,864","2,558,286"
"2017/11/09","43,520.0","43,890.0","42,560.0","43070.0","-380.0","2,814,900","122,204,156","39,500","54,300","1.37","-","-","42,960.00","43,350.80","39,653.87","38,972.60","33,046.15","2,430,000","2,696,148","2,552,832"
"2017/11/08","42,810.0","43,560.0","42,640.0","43450.0","+640.0","2,338,100","101,107,792","35,700","55,800","1.56","-","-","43,022.00","43,298.40","39,575.87","38,904.40","32,948.95","2,484,280","2,650,696","2,541,408"
"2017/11/07","42,500.0","42,890.0","42,120.0","42810.0","+290.0","2,128,200","90,665,753","35,300","70,800","2.01","-","-","43,092.00","43,229.20","39,494.13","38,817.50","32,850.70","3,670,820","2,624,212","2,545,820"
"2017/11/06","43,250.0","43,370.0","42,350.0","42520.0","-430.0","2,079,700","88,904,088","34,300","70,900","2.07","-","-","43,104.00","43,179.20","39,425.20","38,731.00","32,753.98","3,708,640","2,603,396","2,562,482"
"2017/11/02","43,450.0","43,560.0","42,370.0","42950.0","-430.0","2,789,100","119,564,837","36,200","60,900","1.68","-","-","43,196.00","43,141.20","39,344.93","38,646.00","32,659.30","3,760,900","2,632,672","2,570,904"
"2017/11/01","44,060.0","44,380.0","43,150.0","43380.0","-420.0","3,086,300","135,088,384","38,900","89,600","2.30","-","-","43,088.00","43,057.20","39,250.67","38,564.70","32,560.55","4,042,160","2,620,468","2,556,462"
"2017/10/31","45,000.0","45,970.0","43,760.0","43800.0","+930.0","8,270,800","370,541,383","45,200","52,100","1.15","-","-","43,240.00","42,938.80","39,154.27","38,470.70","32,462.40","4,382,960","2,617,696","2,546,018"
"2017/10/30","42,900.0","43,250.0","42,440.0","42870.0","-110.0","2,317,300","99,369,208","33,900","77,700","2.29","-","-","43,300.00","42,834.80","39,050.53","38,375.20","32,369.40","3,078,700","2,372,704","2,467,652"
"2017/10/27","42,830.0","43,080.0","42,160.0","42980.0","+570.0","2,341,000","100,056,516","37,400","81,400","2.18","-","-","43,468.00","42,765.20","38,959.73","38,292.80","32,280.78","2,902,260","2,433,484","2,483,538"
"2017/10/26","43,480.0","43,680.0","42,220.0","42410.0","-1,730.0","4,195,400","179,610,710","41,800","155,700","3.72","-","-","43,596.00","42,716.00","38,872.93","38,208.70","32,187.73","2,748,420","2,507,916","2,504,380"
"2017/10/25","44,380.0","45,300.0","44,000.0","44140.0","+40.0","4,790,300","213,754,701","93,100","55,200","0.59","0.00","-","43,820.00","42,735.20","38,776.27","38,120.00","32,095.93","2,383,040","2,623,368","2,490,273"
"2017/10/24","43,940.0","44,130.0","43,650.0","44100.0","+390.0","1,749,500","76,906,487","69,300","40,700","0.59","0.00","-","43,576.00","42,607.60","38,653.73","38,010.20","31,995.65","1,852,820","2,691,744","2,473,858"
"2017/10/23","44,060.0","44,080.0","43,660.0","43710.0","+90.0","1,435,100","62,945,382","54,600","50,000","0.92","0.00","-","43,496.00","42,373.60","38,538.00","37,905.70","31,897.55","1,952,400","2,711,164","2,539,301"
"2017/10/20","43,340.0","43,880.0","43,250.0","43620.0","+90.0","1,571,800","68,568,720","60,000","37,700","0.63","0.00","-","43,616.00","42,132.00","38,423.07","37,808.70","31,801.70","2,094,820","2,734,120","2,603,970"
"2017/10/19","43,250.0","43,590.0","42,710.0","43530.0","+610.0","2,368,500","102,490,540","57,600","37,900","0.66","0.00","-","43,722.00","41,898.00","38,333.73","37,712.00","31,705.63","2,236,320","2,732,672","2,620,965"
"2017/10/18","43,700.0","43,790.0","42,670.0","42920.0","-780.0","2,139,200","92,193,568","50,500","112,700","2.23","-","-","43,756.00","41,672.00","38,255.73","37,611.80","31,609.70","2,219,580","2,744,576","2,634,778"
"2017/10/17","44,500.0","44,540.0","43,550.0","43700.0","-610.0","2,247,400","98,966,628","75,900","84,900","1.12","-","-","43,978.00","41,422.40","38,200.53","37,500.30","31,517.88","2,202,720","2,721,636","2,661,341"
"2017/10/16","44,340.0","44,600.0","43,980.0","44310.0","+160.0","2,147,200","95,137,700","128,200","74,400","0.58","0.00","-","43,916.00","41,114.40","38,122.80","37,382.10","31,422.15","2,293,240","2,716,612","2,685,454"
"2017/10/13","43,490.0","44,220.0","43,420.0","44150.0","+450.0","2,279,300","100,220,752","116,100","119,500","1.03","-","-","43,788.00","40,758.80","38,056.27","37,247.80","31,318.58","2,537,780","2,693,976","2,704,713"
"2017/10/12","44,400.0","44,500.0","43,610.0","43700.0","-330.0","2,284,800","100,594,072","86,700","73,000","0.84","0.00","-","43,466.00","40,423.20","37,991.33","37,111.20","31,220.48","2,484,140","2,679,396","2,722,696"
"2017/10/11","43,450.0","44,090.0","43,300.0","44030.0","+640.0","2,054,900","89,878,532","108,900","46,800","0.43","0.00","-","43,130.00","40,111.20","37,921.20","36,977.20","31,126.05","2,405,960","2,675,596","2,749,400"
"2017/10/10","44,000.0","44,400.0","43,300.0","43390.0","-280.0","2,700,000","118,674,217","114,100","100,000","0.88","0.00","-","42,676.00","39,821.20","37,832.80","36,841.20","31,028.60","2,330,700","2,643,604","2,752,260"
"2017/10/06","43,490.0","43,930.0","43,260.0","43670.0","+1,130.0","3,369,900","146,940,010","131,800","22,900","0.17","0.00","-","42,342.00","39,557.60","37,750.27","36,712.20","30,943.68","2,125,900","2,603,016","2,755,122"
"2017/10/05","42,110.0","42,550.0","42,020.0","42540.0","+520.0","2,011,100","85,217,798","85,000","28,600","0.34","0.00","-","41,920.00","39,276.40","37,667.33","36,575.40","30,863.20","1,773,480","2,518,300","2,748,701"
"2017/10/04","41,900.0","42,180.0","41,760.0","42020.0","+260.0","1,893,900","79,515,027","56,400","34,500","0.61","0.00","-","41,726.00","39,032.80","37,592.93","36,447.35","30,790.38","1,933,580","2,491,900","2,765,077"
"2017/10/03","41,980.0","42,030.0","41,600.0","41760.0","+40.0","1,678,600","70,193,921","44,500","38,200","0.86","0.00","-","41,492.00","38,812.00","37,513.20","36,321.95","30,721.65","2,051,600","2,486,772","2,799,000"
"2017/10/02","41,770.0","42,070.0","41,570.0","41720.0","+160.0","1,676,000","70,086,441","48,000","52,700","1.10","-","-","41,224.00","38,615.20","37,439.73","36,199.80","30,659.85","2,319,280","2,498,196","2,842,198"
"2017/09/29","41,340.0","41,770.0","41,280.0","41560.0","-10.0","1,607,800","66,781,963","55,100","51,300","0.93","0.00","-","41,120.00","38,388.00","37,346.93","36,077.60","30,597.53","2,413,280","2,485,872","2,861,472"
"2017/09/28","41,310.0","41,830.0","41,000.0","41570.0","+720.0","2,811,600","116,610,403","45,800","58,700","1.28","-","-","41,034.00","38,162.40","37,248.27","35,949.35","30,530.85","2,859,080","2,472,676","2,868,337"
"2017/09/27","40,640.0","41,140.0","40,310.0","40850.0","+430.0","2,484,000","101,434,272","44,200","61,800","1.40","-","-","41,070.00","37,938.80","37,147.60","35,821.75","30,462.90","3,137,120","2,419,348","2,875,692"
"2017/09/26","40,600.0","40,800.0","40,000.0","40420.0","-780.0","3,017,000","121,797,532","42,400","189,300","4.46","-","-","41,478.00","37,748.00","37,067.20","35,696.80","30,397.98","4,056,660","2,392,376","2,884,878"
"2017/09/25","41,350.0","41,720.0","41,050.0","41200.0","+70.0","2,146,000","88,822,147","84,600","115,300","1.36","-","-","41,584.00","37,560.80","36,981.33","35,575.75","30,331.23","4,753,200","2,335,244","2,879,713"
"2017/09/22","41,820.0","42,380.0","41,030.0","41130.0","-620.0","3,836,800","159,377,150","100,400","149,800","1.49","-","-","40,994.00","37,356.80","36,888.67","35,444.20","30,260.45","4,771,000","2,332,768","2,891,468"
"2017/09/21","42,760.0","42,880.0","41,680.0","41750.0","-1,140.0","4,201,800","177,509,628","138,800","100,900","0.73","0.00","-","40,302.00","37,178.80","36,802.00","35,307.55","30,194.50","4,405,440","2,240,416","2,899,486"
"2017/09/20","42,000.0","43,040.0","41,460.0","42890.0","+1,940.0","7,081,700","299,936,928","236,100","194,000","0.82","0.00","-","39,506.00","36,976.00","36,706.27","35,166.25","30,124.63","3,872,200","2,129,672","2,887,010"
"2017/09/19","39,460.0","41,020.0","39,200.0","40950.0","+2,700.0","6,499,700","261,092,917","218,900","24,100","0.11","0.05","-","38,504.00","36,726.00","36,581.60","35,016.95","30,050.13","2,989,080","1,933,500","2,841,314"
"2017/09/15","37,900.0","38,350.0","37,740.0","38250.0","+580.0","2,235,000","85,084,442","43,900","32,800","0.75","0.00","-","37,650.00","36,528.40","36,477.73","34,881.15","29,985.23","2,002,280","1,762,696","2,784,802"
"2017/09/14","38,000.0","38,400.0","37,660.0","37670.0","-100.0","2,009,000","76,348,138","47,900","39,500","0.82","0.00","-","37,200.00","36,467.20","36,416.40","34,768.70","29,933.30","1,979,640","1,767,184","2,794,016"
"2017/09/13","38,100.0","38,100.0","37,630.0","37770.0","-110.0","1,535,600","58,048,291","43,500","48,500","1.11","-","-","36,750.00","36,460.00","36,367.60","34,660.15","29,883.13","1,894,100","1,777,208","2,809,976"
"2017/09/12","37,000.0","37,940.0","36,900.0","37880.0","+1,200.0","2,666,100","100,072,247","50,600","37,100","0.73","0.00","-","36,348.00","36,476.80","36,316.67","34,554.05","29,833.55","1,969,940","1,803,132","2,872,109"
"2017/09/11","36,170.0","36,680.0","36,070.0","36680.0","+680.0","1,565,700","57,023,567","30,300","54,000","1.78","-","-","35,952.00","36,488.00","36,258.40","34,442.40","29,782.40","1,874,680","1,802,408","2,907,352"
"2017/09/08","35,390.0","36,170.0","35,360.0","36000.0","+580.0","2,121,800","76,143,284","29,000","58,100","2.00","-","-","35,972.00","36,524.80","36,192.93","34,340.65","29,733.08","1,812,560","1,833,348","2,922,534"
"2017/09/07","35,760.0","36,020.0","35,340.0","35420.0","-340.0","1,581,300","56,400,514","32,900","69,600","2.12","-","-","36,132.00","36,579.60","36,138.00","34,238.25","29,683.33","1,725,260","1,842,248","2,935,309"
"2017/09/06","35,440.0","35,820.0","35,040.0","35760.0","-140.0","1,914,800","67,914,675","27,600","66,900","2.42","-","-","36,376.00","36,678.40","36,077.47","34,136.45","29,633.98","1,659,400","1,910,884","2,937,464"
"2017/09/05","36,780.0","36,840.0","35,790.0","35900.0","-880.0","2,189,800","79,087,096","30,900","68,400","2.21","-","-","36,514.00","36,732.00","36,007.20","34,034.95","29,579.48","1,546,660","1,928,112","2,926,953"
"2017/09/04","36,600.0","37,010.0","36,530.0","36780.0","-20.0","1,255,100","46,175,537","31,800","61,000","1.92","-","-","36,634.00","36,795.20","35,932.53","33,933.10","29,524.18","1,461,840","1,941,348","2,917,381"
"2017/09/01","36,990.0","37,210.0","36,770.0","36800.0","+160.0","1,685,300","62,311,229","30,000","66,900","2.23","-","-","36,646.00","36,822.40","35,847.87","33,823.05","29,460.78","1,603,660","2,045,160","2,928,577"
"2017/08/31","36,570.0","36,760.0","36,480.0","36640.0","+190.0","1,252,000","45,846,856","30,600","70,700","2.31","-","-","36,494.00","36,890.00","35,763.73","33,712.70","29,398.83","1,540,180","2,299,452","2,941,196"
"2017/08/30","36,790.0","36,840.0","36,450.0","36450.0","-50.0","1,351,100","49,467,267","29,700","73,100","2.46","-","-","36,350.00","36,855.20","35,675.07","33,610.00","29,330.20","1,545,360","2,380,900","2,959,177"
"2017/08/29","36,560.0","36,780.0","36,280.0","36500.0","-340.0","1,765,700","64,449,520","37,400","74,400","1.99","-","-","36,256.00","36,809.20","35,585.53","33,506.40","29,270.05","1,570,820","2,460,096","2,977,362"
"2017/08/28","36,200.0","36,920.0","36,130.0","36840.0","+800.0","1,964,200","71,977,156","41,700","61,500","1.47","-","-","36,172.00","36,798.80","35,491.93","33,401.95","29,210.23","1,579,620","2,475,576","2,972,146"
"2017/08/25","36,060.0","36,130.0","35,710.0","36040.0","+120.0","1,367,900","49,143,774","31,200","92,700","2.97","-","-","35,952.00","36,814.00","35,394.67","33,301.10","29,148.03","1,504,520","2,475,332","2,971,018"
"2017/08/24","36,000.0","36,070.0","35,740.0","35920.0","-60.0","1,277,900","45,866,176","30,400","93,400","3.07","-","-","35,964.00","36,865.20","35,307.47","33,199.05","29,094.80","1,647,760","2,527,376","2,987,629"
"2017/08/23","36,350.0","36,510.0","35,920.0","35980.0","-100.0","1,478,400","53,485,170","32,000","92,400","2.89","-","-","36,116.00","36,934.00","35,211.67","33,099.80","29,042.43","1,697,780","2,611,376","2,989,488"
"2017/08/22","35,670.0","36,360.0","35,630.0","36080.0","+340.0","1,809,700","65,313,907","31,200","89,900","2.88","-","-","36,256.00","36,954.80","35,116.07","33,006.70","28,989.73","1,688,740","2,660,692","3,015,730"
"2017/08/21","36,230.0","36,300.0","35,630.0","35740.0","-360.0","1,588,700","56,916,301","32,700","95,000","2.91","-","-","36,368.00","36,946.80","35,013.07","32,912.25","28,937.28","1,762,280","2,656,544","3,011,182"
"2017/08/18","36,080.0","36,260.0","35,840.0","36100.0","-580.0","2,084,100","75,074,262","36,900","96,200","2.61","-","-","36,422.00","36,963.20","34,914.07","32,823.70","28,883.00","1,890,460","2,685,116","3,019,597"
"2017/08/17","36,520.0","37,040.0","36,500.0","36680.0","0.0","1,528,000","56,209,005","34,300","82,600","2.41","-","-","36,546.00","36,960.00","34,806.67","32,731.30","28,825.10","1,943,080","2,697,484","3,067,025"
"2017/08/16","36,620.0","36,930.0","36,260.0","36680.0","+40.0","1,433,200","52,563,240","37,500","79,300","2.11","-","-","36,708.00","36,935.20","34,683.80","32,632.80","28,765.13","2,089,400","2,776,716","3,072,348"
"2017/08/15","36,400.0","37,020.0","36,310.0","36640.0","+630.0","2,177,400","79,935,281","36,700","88,400","2.41","-","-","37,010.00","36,926.80","34,563.00","32,540.05","28,701.58","2,239,500","2,875,552","3,080,016"
"2017/08/14","36,020.0","36,370.0","35,900.0","36010.0","-710.0","2,229,600","80,500,760","35,100","93,200","2.66","-","-","37,314.00","36,867.60","34,447.27","32,436.30","28,644.30","2,333,620","2,913,952","3,090,613"
"2017/08/10","37,430.0","37,620.0","36,620.0","36720.0","-770.0","2,347,200","86,906,613","35,900","105,900","2.95","-","-","37,632.00","36,825.20","34,332.07","32,332.00","28,599.00","2,355,540","2,967,136","3,087,338"
"2017/08/09","37,970.0","38,030.0","37,420.0","37490.0","-700.0","2,259,600","85,006,880","44,000","100,500","2.28","-","-","37,762.00","36,773.20","34,202.53","32,216.35","28,545.80","2,354,960","3,139,556","3,082,921"
"2017/08/08","38,030.0","38,620.0","37,980.0","38190.0","+30.0","2,183,700","83,673,091","62,200","69,300","1.11","-","-","37,842.00","36,677.20","34,060.20","32,091.30","28,489.43","2,562,480","3,300,584","3,087,728"
"2017/08/07","37,810.0","38,440.0","37,650.0","38160.0","+560.0","2,648,000","100,983,884","51,800","84,200","1.63","-","-","37,624.00","36,626.40","33,913.13","31,958.30","28,428.15","2,594,840","3,327,092","3,098,701"
"2017/08/04","37,210.0","37,670.0","36,760.0","37600.0","+230.0","2,339,200","87,286,942","47,400","71,800","1.51","-","-","37,488.00","36,607.20","33,760.53","31,826.70","28,368.20","2,569,380","3,357,352","3,092,189"
"2017/08/03","37,690.0","37,810.0","37,220.0","37370.0","-520.0","2,344,300","87,845,327","37,000","88,500","2.39","-","-","37,460.00","36,654.40","33,612.60","31,698.05","28,310.58","2,871,620","3,429,040","3,091,222"
"2017/08/02","37,320.0","38,040.0","37,080.0","37890.0","+790.0","3,297,200","123,889,505","44,000","80,500","1.83","-","-","37,684.00","36,674.40","33,457.80","31,570.95","28,253.05","4,011,280","3,497,504","3,093,414"
"2017/08/01","37,170.0","37,540.0","36,920.0","37100.0","-380.0","2,345,500","87,268,707","34,800","91,100","2.62","-","-","37,260.00","36,731.60","33,289.13","31,440.30","28,195.03","4,009,480","3,509,280","3,067,877"
"2017/07/31","37,250.0","37,790.0","36,930.0","37480.0","+20.0","2,520,700","94,533,827","40,100","89,000","2.22","-","-","36,900.00","36,818.80","33,135.93","31,316.20","28,142.98","4,206,580","3,560,580","3,053,898"
"2017/07/28","37,890.0","38,250.0","37,330.0","37460.0","-1,030.0","3,850,400","145,107,334","56,900","119,000","2.09","-","-","36,652.00","36,857.20","32,979.07","31,183.80","28,087.40","4,132,980","3,631,256","3,035,881"
"2017/07/27","37,510.0","38,570.0","37,100.0","38490.0","+2,720.0","8,042,600","304,820,165","100,000","69,200","0.69","0.00","-","36,604.00","36,854.80","32,823.27","31,046.30","28,034.00","3,754,520","3,568,016","3,005,918"
"2017/07/26","35,320.0","36,060.0","35,250.0","35770.0","+470.0","3,288,200","117,240,539","50,400","118,900","2.36","-","-","36,370.00","36,803.20","32,653.60","30,890.15","27,972.40","2,679,800","3,362,900","2,936,093"
"2017/07/25","35,930.0","36,350.0","35,080.0","35300.0","-940.0","3,331,000","118,756,854","51,600","126,700","2.46","-","-","36,744.00","36,870.40","32,528.27","30,765.30","27,925.78","2,697,740","3,346,904","2,921,605"
"2017/07/24","36,960.0","36,960.0","36,230.0","36240.0","-980.0","2,152,700","78,502,355","59,700","101,700","1.70","-","-","36,984.00","36,936.80","32,405.47","30,647.30","27,882.30","2,573,800","3,343,236","2,903,465"
"2017/07/21","37,420.0","37,710.0","37,140.0","37220.0","-100.0","1,958,100","73,190,276","61,600","93,200","1.51","-","-","36,912.00","36,928.80","32,269.67","30,521.70","27,836.80","2,484,460","3,434,652","2,907,990"
"2017/07/20","37,800.0","37,800.0","37,090.0","37320.0","-320.0","2,669,000","99,918,241","62,500","89,100","1.43","-","-","36,698.00","36,890.00","32,130.13","30,386.65","27,786.35","2,553,440","3,553,068","2,908,446"
"2017/07/19","36,770.0","37,670.0","36,680.0","37640.0","+1,140.0","3,377,900","126,136,178","79,500","87,000","1.09","-","-","36,438.00","36,787.60","31,977.00","30,245.50","27,734.93","2,498,300","3,571,168","2,901,944"
"2017/07/18","35,570.0","36,600.0","35,520.0","36500.0","+620.0","2,711,300","98,347,008","67,300","85,900","1.28","-","-","36,122.00","36,648.40","31,821.73","30,102.20","27,680.10","2,524,480","3,520,960","2,882,133"
"2017/07/14","36,150.0","36,160.0","35,700.0","35880.0","-270.0","1,706,000","61,316,309","64,900","105,400","1.62","-","-","36,116.00","36,549.20","31,690.67","29,968.55","27,633.13","2,763,040","3,547,036","2,868,649"
"2017/07/13","36,400.0","36,460.0","35,930.0","36150.0","+130.0","2,303,000","83,303,366","67,500","110,000","1.63","-","-","35,972.00","36,506.80","31,567.40","29,840.70","27,588.70","3,049,320","3,605,716","2,874,640"
"2017/07/12","35,920.0","36,430.0","35,740.0","36020.0","-40.0","2,393,300","86,310,095","70,200","115,300","1.64","-","-","35,732.00","36,420.00","31,443.87","29,712.75","27,544.53","3,300,560","3,618,780","2,867,270"
"2017/07/11","36,690.0","36,780.0","35,650.0","36060.0","-410.0","3,508,800","126,713,455","73,000","124,900","1.71","-","-","35,612.00","36,349.20","31,321.73","29,583.75","27,499.75","4,153,440","3,644,152","2,867,830"
"2017/07/10","35,790.0","36,640.0","35,490.0","36470.0","+1,310.0","3,904,100","141,031,002","77,400","100,800","1.30","-","-","35,418.00","36,292.00","31,198.67","29,450.05","27,454.08","4,708,740","3,681,328","2,902,712"
"2017/07/07","34,450.0","35,290.0","34,260.0","35160.0","+210.0","3,137,400","109,383,546","74,500","147,500","1.98","-","-","35,508.00","36,216.00","31,077.80","29,317.95","27,400.50","4,497,200","3,655,808","2,932,576"
"2017/07/06","35,580.0","36,000.0","34,840.0","34950.0","-470.0","3,559,200","125,448,761","72,500","157,900","2.18","-","-","36,012.00","36,151.20","30,959.20","29,202.90","27,352.83","4,550,620","3,676,492","2,946,885"
"2017/07/05","34,520.0","35,680.0","34,000.0","35420.0","+330.0","6,657,700","233,186,553","86,200","153,900","1.79","-","-","36,778.00","36,079.60","30,834.27","29,089.85","27,311.53","4,665,060","3,624,576","2,933,684"
"2017/07/04","36,720.0","36,750.0","34,940.0","35090.0","-1,830.0","6,285,300","224,062,079","66,400","156,500","2.36","-","-","37,268.00","36,008.80","30,697.40","28,969.70","27,272.55","4,144,700","3,475,308","2,861,548"
"2017/07/03","37,690.0","37,840.0","36,800.0","36920.0","-760.0","2,846,400","105,987,816","109,200","145,200","1.33","-","-","38,114.00","35,965.60","30,562.67","28,851.40","27,236.88","3,605,960","3,352,136","2,792,653"
"2017/06/30","37,500.0","37,980.0","37,380.0","37680.0","-1,100.0","3,404,500","128,042,647","120,200","158,300","1.32","-","-","38,586.00","35,846.80","30,402.27","28,714.50","27,175.75","3,762,280","3,486,104","2,768,816"
"2017/06/29","38,350.0","38,870.0","37,610.0","38780.0","+910.0","4,131,400","158,626,240","136,100","117,200","0.86","0.00","-","38,738.00","35,680.00","30,233.20","28,575.05","27,105.10","3,938,900","3,562,296","2,742,397"
"2017/06/28","38,910.0","39,140.0","37,710.0","37870.0","-1,450.0","4,055,900","156,498,167","127,100","169,800","1.34","-","-","38,462.00","35,399.60","30,045.93","28,426.70","27,027.28","3,566,500","3,505,216","2,717,021"
"2017/06/27","39,520.0","39,530.0","38,570.0","39320.0","+40.0","3,591,600","140,421,424","147,000","182,600","1.24","-","-","38,328.00","35,160.00","29,869.80","28,273.20","26,957.03","3,338,260","3,466,176","2,691,466"
"2017/06/26","38,950.0","39,440.0","38,820.0","39280.0","+840.0","3,628,000","141,930,175","176,600","145,800","0.83","0.00","-","37,954.00","34,822.40","29,676.53","28,106.25","26,877.58","3,197,600","3,392,228","2,694,349"
"2017/06/23","37,640.0","38,580.0","37,540.0","38440.0","+1,040.0","4,287,600","163,677,666","207,300","135,000","0.65","0.00","-","37,490.00","34,470.80","29,482.00","27,944.65","26,794.55","3,119,860","3,292,168","2,693,058"
"2017/06/22","37,200.0","37,730.0","37,110.0","37400.0","+200.0","2,269,400","84,985,907","150,300","129,800","0.86","0.00","-","37,010.00","34,145.20","29,292.67","27,795.90","26,713.33","3,149,960","3,179,540","2,682,022"
"2017/06/21","37,500.0","37,720.0","37,070.0","37200.0","-250.0","2,914,700","108,973,282","154,800","117,200","0.76","0.00","-","36,780.00","33,866.40","29,110.13","27,656.80","26,638.38","3,679,780","3,172,556","2,716,220"
"2017/06/20","37,600.0","37,720.0","37,270.0","37450.0","+490.0","2,888,300","108,388,768","197,100","124,100","0.63","0.00","-","36,292.00","33,598.00","28,919.13","27,520.50","26,560.83","3,721,140","3,161,236","2,704,532"
"2017/06/19","36,230.0","37,030.0","36,180.0","36960.0","+920.0","3,239,300","119,044,417","217,700","96,300","0.44","0.00","-","35,634.00","33,299.60","28,730.27","27,381.95","26,484.78","3,568,020","3,149,728","2,682,166"
"2017/06/16","36,000.0","36,680.0","35,850.0","36040.0","-210.0","4,438,100","160,545,960","219,100","216,400","0.99","0.00","-","35,046.00","33,010.60","28,550.80","27,245.00","26,411.90","3,592,800","3,128,756","2,653,504"
"2017/06/15","35,100.0","36,360.0","35,020.0","36250.0","+1,490.0","4,918,500","175,859,932","265,200","53,600","0.20","0.45","-","34,802.00","32,748.20","28,386.00","27,119.70","26,344.68","3,339,780","3,006,212","2,607,829"
"2017/06/14","34,990.0","35,260.0","34,760.0","34760.0","+600.0","3,121,500","109,135,322","173,000","77,200","0.45","0.00","-","34,348.00","32,480.00","28,218.87","26,993.50","26,277.88","2,882,000","2,884,656","2,566,122"
"2017/06/13","33,890.0","34,300.0","33,540.0","34160.0","+140.0","2,122,700","72,106,316","135,700","94,100","0.69","0.00","-","34,246.00","32,269.60","28,064.80","26,883.90","26,215.08","2,863,220","2,864,344","2,533,630"
"2017/06/12","34,120.0","34,390.0","33,250.0","34020.0","-800.0","3,363,200","114,119,671","116,700","107,800","0.92","0.00","-","34,340.00","32,052.60","27,920.13","26,776.95","26,158.75","3,326,320","2,836,128","2,516,904"
